StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40,Q40_Themes
11/17/2023 0:01,11/17/2023 1:00,IP Address,100,3542,TRUE,11/17/2023 1:00,qr,EN,Yes,6-10 times a month,2,1,3,4,5,Simply enjoying birding without necessarily pursuing any of the objectives listed above is actually #1 for me.,Yes,6-10 times a year,3,1,,2,,,,,Yes,,,,,,,18,Mexico,Australia,New Zealand,Panama,Dominican Republic,Mexico,3,2,1,9,4,8,7,6,5,"In the realm of listing, my current focus is photographing birds in North America, Central America and the Caribbean, so countries in that region are higher priority for visiting. ","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Very important,Very important,Moderately important,Moderately important,Very important,Very important,Very important,Extremely important,Moderately important,Moderately important,Slightly important,"Online search engines,Birdwatching tour company websites,Birdwatching magazines or publications,Other (please specify)","The listing software I use (Avisys) can generate bird checklists for every country, including which species I have and have not seen or photographed, which is a major factor in deciding which countries to visit.",More than $600,Moderately important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","The last question about types of birders was difficult to answer because it over-simplifies the motivations of birders.  I meet all the descriptors of a hard-core birder, but I am motivated to bird by learning about bird ecology and enjoying their beauty as much as by adding to my life list.  Those things are not mutually exclusive. ",
11/17/2023 1:20,11/17/2023 1:28,IP Address,100,482,TRUE,11/17/2023 1:28,anonymous,EN,Yes,1-5 times a month,2,5,2,4,1,Enjoying the outdoors in a semi-structured and slow-paced manner.,Yes,1-5 times a year,5,5,1,4,3,,,,Yes,,,,,,,1,United States,Thailand,China,Australia,Laos,Cambodia,9,9,9,1,1,5,7,8,9,,,,,,,,,,,,,,,,,,,,35-44,Male,,United States of America,Master's degree,,Indonesia,White/Caucasian,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","It's all about adding as many birds as possible to my life list. However, any trip now involves my wife and young son who are not birders, so I cannot do as many dedicated birding activities, whether on a weekend or on a holiday trip, as I would if I were solo.",birding secondary
11/17/2023 2:25,11/17/2023 2:35,IP Address,100,569,TRUE,11/17/2023 2:35,anonymous,EN,Yes,6-10 times a month,1,3,2,4,5,,Yes,6-10 times a year,1,3,4,2,5,,,,Yes,,,,,,,10,Costa Rica,Ecuador,Panama,Spain,Colombia,Peru,4,2,1,5,3,6,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,$400-$600,Extremely important,Extremely important,65 or above,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/17/2023 3:08,11/17/2023 3:16,IP Address,100,496,TRUE,11/17/2023 3:16,anonymous,EN,Yes,1-5 times a month,4,1,3,2,5,,Yes,Less than once a year,3,2,4,1,5,,,,Yes,,,,,,,5,South Africa,Peru,Ecuador,Australia ,India,Uganda,2,3,1,6,5,4,7,8,9,,"Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always alone,Very important,Very important,Very important,Extremely important,Slightly important,Very important,Very important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$100-$200,Very important,Very important,35-44,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/17/2023 3:28,11/17/2023 3:39,IP Address,100,692,TRUE,11/17/2023 3:39,anonymous,EN,Yes,1-5 times a month,2,5,4,1,3,,Yes,6-10 times a year,1,2,4,3,5,,,,Yes,,,,,,,71,Papua New Guinea,Japan,Solomon Islands,Mexico,Philippines,Bulgaria,3,1,2,4,5,6,7,8,,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Very important,Moderately important,Very important,Extremely important,Very important,Not at all important,Very important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$200-$400,Very important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Birding has been the main focus of my life since 1980, can't imagine my life without it.  I've birded some of the most beautiful and diverse habitats/ecosystems on the planet.  Off to the Philippines in February for 6 weeks, birding 9 islands, can't wait.   ",
11/17/2023 3:32,11/17/2023 3:52,IP Address,100,1235,TRUE,11/17/2023 3:52,anonymous,EN,Yes,More than 10 times a month,2,1,3,4,5,Good walking/hiking opportunities; scenic,Yes,1-5 times a year,1,4,5,3,2,Visiting family or friends; other natural attractions,,,Yes,,,,,,,20,Brazil,South Africa,Zimbabwe ,Papua New Guinea,Colombia,Guatemala,1,3,2,5,6,4,8,7,9,Other interesting wildlife; landscapes; activities my spouse prefers,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Very important,Very important,Moderately important,Moderately important,Slightly important,Very important,Very important,Slightly important,Not at all important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Very important,Very important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/17/2023 4:15,11/17/2023 4:24,IP Address,100,519,TRUE,11/17/2023 4:24,anonymous,EN,Yes,More than 10 times a month,2,3,5,4,1,Accessibility ,Yes,Less than once a year,4,3,2,5,1,,,,Yes,,,,,,,2,United Kingdom,Trinidad,,,,,4,5,6,8,9,7,1,3,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge",Always with a group,Very important,Moderately important,Very important,Slightly important,Very important,Very important,Very important,Not at all important,Moderately important,Moderately important,Moderately important,Birdwatching forums or online communities,,$400-$600,Moderately important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
11/17/2023 4:54,11/17/2023 4:59,IP Address,100,289,TRUE,11/17/2023 4:59,anonymous,EN,Yes,6-10 times a month,2,1,5,3,3,,Yes,More than 10 times a year,2,1,5,3,3,,,,No,Other (please specify),time,Yes,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-54,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
11/17/2023 5:13,11/17/2023 5:20,IP Address,100,448,TRUE,11/17/2023 5:20,anonymous,EN,Yes,More than 10 times a month,3,5,8,5,5,The sites are closeby and have numerous birds.,Yes,More than 10 times a year,3,5,5,5,5,,,,No,Health,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 or above,Male,,United States of America,,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","I was a Professor of Biology and an Orchidologist,  I used to trave allot and was a guide with a birding company but at age 82 my activities have become restricted,",accessibility
11/17/2023 5:11,11/17/2023 5:25,IP Address,100,816,TRUE,11/17/2023 5:25,anonymous,EN,Yes,More than 10 times a month,3,5,1,2,5,"migration activity, good shorebird conditions, nice flocks and species diversity, good habitat",Yes,More than 10 times a year,2,5,3,1,5,"Seeing new and interesting species, good numbers and action, good habitat, migration activity, pelagic activity",,,Yes,,,,,,,8,Zambia,Dubai,Kenya,Central African Republic,Kenya,Ecuador,2,1,9,4,3,5,7,6,2,"mammal watching, ease of photographing birds","Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Very important,Extremely important,Slightly important,Slightly important,Not at all important,Extremely important,Slightly important,Extremely important,Moderately important,Very important,Moderately important,"Online search engines,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$400-$600,Very important,Extremely important,55-64,Male,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",I despise listing (it is a net negative for conservation) yet am a hard-core birder.   Some of the questions in this survey seem to conflate listing and birding - they are not equivalent!,
